Comments,Reviews,Platform 
I have a neutral opinion on this matter.,Neutral,Twitter
The flight is on time.,Neutral,Twitter
I'm just here for the free food.,Neutral,Facebook
This is an unverified claim.,Neutral,Facebook
This room could use some more decoration.,Neutral,Instagram
The password has been reset.,Neutral,Facebook
That's a nice shirt.,Neutral,Instagram
The background is a bit blurry.,Neutral,Instagram
This looks like a screenshot from a video game.,Neutral,Instagram
This information is now outdated.,Neutral,Twitter
It appears to be a picture of the sky.,Neutral,Instagram
The painting is hanging on the wall.,Neutral,Instagram
The appointment is confirmed.,Neutral,Facebook
The car is parked outside.,Neutral,Instagram
He is wearing a blue jacket.,Neutral,Instagram
This is a very common misconception.,Neutral,Twitter
That's a bold claim. do you have a source?,Neutral,Twitter
This is an interesting development.,Neutral,Facebook
The grass is green.,Neutral,Instagram
The meeting lasted for one hour.,Neutral,Facebook
This is just a test comment.,Neutral,Twitter
The details are in the email i sent yesterday.,Neutral,Facebook
The store is open from 9 am to 5 pm.,Neutral,Facebook
The file size is 10 mb.,Neutral,Twitter
I have a different opinion on this topic.,Neutral,Facebook
This is a good starting point for the discussion.,Neutral,Facebook
The deadline is next friday.,Neutral,Facebook
This tweet has a typo.,Neutral,Twitter
This is an advertisement.,Neutral,Instagram
This is a neutral statement of fact.,Neutral,Twitter
It is raining today.,Neutral,Twitter
I have no further comments at this time.,Neutral,Facebook
This is a duplicate post.,Neutral,Facebook
The information is available on their website.,Neutral,Facebook
This is a picture of my desk.,Neutral,Instagram
I appreciate you sharing this.,Neutral,Facebook
You are correct.,Neutral,Facebook
That's an interesting theory.,Neutral,Facebook
I'm just stating the facts.,Neutral,Twitter
I disagree  but i respect your opinion.,Neutral,Facebook
The subscription has been cancelled.,Neutral,Facebook
This is an automated reply.,Neutral,Twitter
This is a very complex issue.,Neutral,Twitter
The battery on my laptop is dying.,Neutral,Twitter
The meeting has been postponed.,Neutral,Twitter
I'm forwarding this to the relevant department.,Neutral,Facebook
The movie was just okay.,Neutral,Twitter
The traffic is moving slowly.,Neutral,Twitter
This is a common problem.,Neutral,Twitter
This is a very long thread.,Neutral,Twitter
Just a picture of the book i'm currently reading.,Neutral,Instagram
Looking for a reliable car mechanic near Gachibli. any recommendations?,Neutral,Facebook
It's been raining non-stop since morning here in Hyderabad.,Neutral,Facebook
